"TIME_PERIOD";"GEO";"ERWP";"ERWL";"POP1564";"UNIT_MEA";"OBS_VALUE";"OBS_CONFIDENCE";"OBS_STATUS"
2012;"CH054";"1";"Total";"1";"pers in %";81.96937;4.3977;"A"
2012;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH055";"1";"Total";"1";"pers in %";80.82572;0.7676;"A"
2012;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH056";"1";"Total";"1";"pers in %";81.72467;1.1794;"A"
2012;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH033";"1";"Total";"1";"pers in %";81.38639;0.4592;"A"
2012;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH057";"1";"Total";"1";"pers in %";81.26805;0.7189;"A"
2012;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH070";"1";"Total";"1";"pers in %";71.98266;0.7298;"A"
2012;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH011";"1";"Total";"1";"pers in %";78.00393;0.4632;"A"
2012;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH012";"1";"Total";"1";"pers in %";78.19097;0.9860;"A"
2012;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH024";"1";"Total";"1";"pers in %";78.65746;0.9369;"A"
2012;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH013";"1";"Total";"1";"pers in %";75.23797;0.6476;"A"
2012;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH025";"1";"Total";"1";"pers in %";77.48710;1.5088;"A"
2012;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH";"1";"Total";"1";"pers in %";80.22080;0.2324;"A"
2012;"CH";"Total";"Total";"1";"pers in %";100.00000;0.1982;"A"
2012;"CH040";"Total";"0";"1";"pers";752764;0.7851;"A"
2012;"CH040";"Total";"1";"1";"pers";34632;6.0369;"A"
2012;"CH040";"Total";"Total";"1";"pers";787396;0.7402;"A"
2012;"CH021";"Total";"0";"1";"pers";522161;0.9350;"A"
2012;"CH021";"Total";"1";"1";"pers";17181;8.3461;"A"
2012;"CH021";"Total";"Total";"1";"pers";539342;0.8981;"A"
2012;"CH061";"Total";"0";"1";"pers";205670;1.0358;"A"
2012;"CH061";"Total";"1";"1";"pers";6553;9.7655;"A"
2012;"CH061";"Total";"Total";"1";"pers";212224;0.9954;"A"
2012;"CH062";"Total";"0";"1";"pers";17827;5.3114;"A"
2012;"CH062";"Total";"1";"1";"pers";486.95542;51.6804;"U"
2012;"CH062";"Total";"Total";"1";"pers";18314;5.1449;"A"
2012;"CH063";"Total";"0";"1";"pers";81364;2.2814;"A"
2012;"CH063";"Total";"1";"1";"pers";2636;21.2899;"A"
2012;"CH063";"Total";"Total";"1";"pers";84000;2.1816;"A"
2012;"CH064";"Total";"0";"1";"pers";20172;4.5607;"A"
2012;"CH064";"Total";"1";"1";"pers";472.46624;51.3788;"U"
2012;"CH064";"Total";"Total";"1";"pers";20645;4.4094;"A"
2012;"CH065";"Total";"0";"1";"pers";22214;4.3473;"A"
2012;"CH065";"Total";"1";"1";"pers";597.92266;43.0998;"U"
2012;"CH065";"Total";"Total";"1";"pers";22812;4.1959;"A"
2012;"CH051";"Total";"0";"1";"pers";21343;4.7260;"A"
2012;"CH051";"Total";"1";"1";"pers";940.10301;36.1333;"U"
2012;"CH051";"Total";"Total";"1";"pers";22283;4.4619;"A"
2012;"CH066";"Total";"0";"1";"pers";61934;1.9464;"A"
2012;"CH066";"Total";"1";"1";"pers";2487;15.5279;"A"
2012;"CH066";"Total";"Total";"1";"pers";64420;1.8523;"A"
2012;"CH022";"Total";"0";"1";"pers";149479;1.7332;"A"
2012;"CH022";"Total";"1";"1";"pers";7792;12.6619;"A"
2012;"CH022";"Total";"Total";"1";"pers";157272;1.6238;"A"
2012;"CH023";"Total";"0";"1";"pers";133240;1.9366;"A"
2012;"CH023";"Total";"1";"1";"pers";5972;14.4792;"A"
2012;"CH023";"Total";"Total";"1";"pers";139212;1.8390;"A"
2012;"CH031";"Total";"0";"1";"pers";87567;2.6544;"A"
2012;"CH031";"Total";"1";"1";"pers";6334;14.5049;"A"
2012;"CH031";"Total";"Total";"1";"pers";93901;2.4663;"A"
2012;"CH032";"Total";"0";"1";"pers";135996;1.9772;"A"
2012;"CH032";"Total";"1";"1";"pers";6874;13.4761;"A"
2012;"CH032";"Total";"Total";"1";"pers";142869;1.8712;"A"
2012;"CH052";"Total";"0";"1";"pers";40533;3.5345;"A"
2012;"CH052";"Total";"1";"1";"pers";1522;28.5351;"U"
2012;"CH052";"Total";"Total";"1";"pers";42055;3.3781;"A"
2012;"CH053";"Total";"0";"1";"pers";28618;4.1445;"A"
2012;"CH053";"Total";"1";"1";"pers";991.85393;36.5660;"U"
2012;"CH053";"Total";"Total";"1";"pers";29610;3.9975;"A"
2012;"CH054";"Total";"0";"1";"pers";8171;8.0003;"A"
2012;"CH054";"Total";"1";"1";"pers";333.54929;64.4251;"U"
2012;"CH054";"Total";"Total";"1";"pers";8504;7.6480;"A"
2012;"CH055";"Total";"0";"1";"pers";253891;1.3878;"A"
2012;"CH055";"Total";"1";"1";"pers";11408;10.6013;"A"
2012;"CH055";"Total";"Total";"1";"pers";265299;1.3137;"A"
2012;"CH056";"Total";"0";"1";"pers";102959;2.1280;"A"
2012;"CH056";"Total";"1";"1";"pers";3074;20.3319;"A"
2012;"CH056";"Total";"Total";"1";"pers";106033;2.0542;"A"
2012;"CH033";"Total";"0";"1";"pers";333153;0.8289;"A"
2012;"CH033";"Total";"1";"1";"pers";15177;6.3405;"A"
2012;"CH033";"Total";"Total";"1";"pers";348330;0.7832;"A"
2012;"CH057";"Total";"0";"1";"pers";137181;1.2809;"A"
2012;"CH057";"Total";"1";"1";"pers";5440;10.5709;"A"
2012;"CH057";"Total";"Total";"1";"pers";142621;1.2178;"A"
2012;"CH070";"Total";"0";"1";"pers";145851;1.4188;"A"
2012;"CH070";"Total";"1";"1";"pers";12690;6.7948;"A"
2012;"CH070";"Total";"Total";"1";"pers";158541;1.3063;"A"
2012;"CH011";"Total";"0";"1";"pers";348436;0.8586;"A"
2012;"CH011";"Total";"1";"1";"pers";28968;4.5406;"A"
2012;"CH011";"Total";"Total";"1";"pers";377404;0.7819;"A"
2012;"CH012";"Total";"0";"1";"pers";157849;1.8097;"A"
2012;"CH012";"Total";"1";"1";"pers";8567;12.1560;"A"
2012;"CH012";"Total";"Total";"1";"pers";166416;1.7034;"A"
2012;"CH024";"Total";"0";"1";"pers";82459;1.7868;"A"
2012;"CH024";"Total";"1";"1";"pers";6916;9.2300;"A"
2012;"CH024";"Total";"Total";"1";"pers";89375;1.6264;"A"
2012;"CH013";"Total";"0";"1";"pers";190664;1.2733;"A"
2012;"CH013";"Total";"1";"1";"pers";22949;5.2506;"A"
2012;"CH013";"Total";"Total";"1";"pers";213613;1.1307;"A"
2012;"CH025";"Total";"0";"1";"pers";33502;2.8201;"A"
2012;"CH025";"Total";"1";"1";"pers";1867;18.1061;"A"
2012;"CH025";"Total";"Total";"1";"pers";35369;2.6572;"A"
2012;"CH";"Total";"0";"1";"pers";4075000;0.3081;"A"
2012;"CH";"Total";"1";"1";"pers";212861;2.1025;"A"
2012;"CH";"Total";"Total";"1";"pers";4287861;0.2897;"A"
2012;"CH040";"Total";"0";"1";"pers in %";95.60171;0.2629;"A"
2012;"CH040";"Total";"1";"1";"pers in %";4.39829;0.2629;"A"
2012;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH021";"Total";"0";"1";"pers in %";96.81448;0.2639;"A"
2012;"CH021";"Total";"1";"1";"pers in %";3.18552;0.2639;"A"
2012;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH061";"Total";"0";"1";"pers in %";96.91209;0.2993;"A"
2012;"CH061";"Total";"1";"1";"pers in %";3.08791;0.2993;"A"
2012;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH062";"Total";"0";"1";"pers in %";97.34104;1.3652;"A"
2012;"CH062";"Total";"1";"1";"pers in %";2.65896;1.3652;"U"
2012;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH063";"Total";"0";"1";"pers in %";96.86198;0.6640;"A"
2012;"CH063";"Total";"1";"1";"pers in %";3.13802;0.6640;"A"
2012;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH064";"Total";"0";"1";"pers in %";97.71145;1.1707;"A"
2012;"CH064";"Total";"1";"1";"pers in %";2.28855;1.1707;"U"
2012;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH065";"Total";"0";"1";"pers in %";97.37894;1.1239;"A"
2012;"CH065";"Total";"1";"1";"pers in %";2.62106;1.1239;"U"
2012;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH051";"Total";"0";"1";"pers in %";95.78108;1.5119;"A"
2012;"CH051";"Total";"1";"1";"pers in %";4.21892;1.5119;"U"
2012;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH066";"Total";"0";"1";"pers in %";96.14004;0.5943;"A"
2012;"CH066";"Total";"1";"1";"pers in %";3.85996;0.5943;"A"
2012;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH022";"Total";"0";"1";"pers in %";95.04534;0.6200;"A"
2012;"CH022";"Total";"1";"1";"pers in %";4.95466;0.6200;"A"
2012;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH023";"Total";"0";"1";"pers in %";95.71035;0.6146;"A"
2012;"CH023";"Total";"1";"1";"pers in %";4.28965;0.6146;"A"
2012;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH031";"Total";"0";"1";"pers in %";93.25418;0.9610;"A"
2012;"CH031";"Total";"1";"1";"pers in %";6.74582;0.9610;"A"
2012;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH032";"Total";"0";"1";"pers in %";95.18894;0.6405;"A"
2012;"CH032";"Total";"1";"1";"pers in %";4.81106;0.6405;"A"
2012;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH052";"Total";"0";"1";"pers in %";96.38089;1.0246;"A"
2012;"CH052";"Total";"1";"1";"pers in %";3.61911;1.0246;"U"
2012;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH053";"Total";"0";"1";"pers in %";96.65025;1.2125;"A"
2012;"CH053";"Total";"1";"1";"pers in %";3.34975;1.2125;"U"
2012;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH054";"Total";"0";"1";"pers in %";96.07789;2.4995;"A"
2012;"CH054";"Total";"1";"1";"pers in %";3.92211;2.4995;"U"
2012;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH055";"Total";"0";"1";"pers in %";95.70000;0.4513;"A"
2012;"CH055";"Total";"1";"1";"pers in %";4.30000;0.4513;"A"
2012;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH056";"Total";"0";"1";"pers in %";97.10127;0.5851;"A"
2012;"CH056";"Total";"1";"1";"pers in %";2.89873;0.5851;"A"
2012;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH033";"Total";"0";"1";"pers in %";95.64285;0.2735;"A"
2012;"CH033";"Total";"1";"1";"pers in %";4.35715;0.2735;"A"
2012;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH057";"Total";"0";"1";"pers in %";96.18571;0.3998;"A"
2012;"CH057";"Total";"1";"1";"pers in %";3.81429;0.3998;"A"
2012;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH070";"Total";"0";"1";"pers in %";91.99563;0.5318;"A"
2012;"CH070";"Total";"1";"1";"pers in %";8.00437;0.5318;"A"
2012;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH011";"Total";"0";"1";"pers in %";92.32447;0.3421;"A"
2012;"CH011";"Total";"1";"1";"pers in %";7.67553;0.3421;"A"
2012;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH012";"Total";"0";"1";"pers in %";94.85198;0.6176;"A"
2012;"CH012";"Total";"1";"1";"pers in %";5.14802;0.6176;"A"
2012;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH024";"Total";"0";"1";"pers in %";92.26181;0.7015;"A"
2012;"CH024";"Total";"1";"1";"pers in %";7.73819;0.7015;"A"
2012;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH013";"Total";"0";"1";"pers in %";89.25670;0.5479;"A"
2012;"CH013";"Total";"1";"1";"pers in %";10.74330;0.5479;"A"
2012;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH025";"Total";"0";"1";"pers in %";94.72193;0.9427;"A"
2012;"CH025";"Total";"1";"1";"pers in %";5.27807;0.9427;"A"
2012;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH";"Total";"0";"1";"pers in %";95.03573;0.2928;"A"
2012;"CH";"Total";"1";"1";"pers in %";4.96427;0.1044;"A"
2012;"CH";"Total";"Total";"1";"pers in %";100.00000;0.2897;"A"
2013;"CH040";"1";"Total";"Total";"pers";818436;0.7027;"A"
2013;"CH040";"Total";"Total";"Total";"pers";1186269;0.1198;"A"
2013;"CH021";"1";"Total";"Total";"pers";561376;0.8234;"A"
2013;"CH021";"Total";"Total";"Total";"pers";840897;0.1272;"A"
2013;"CH061";"1";"Total";"Total";"pers";222999;0.9449;"A"
2013;"CH061";"Total";"Total";"Total";"pers";323921;0.1847;"A"
2013;"CH062";"1";"Total";"Total";"pers";19183;5.1277;"A"
2013;"CH062";"Total";"Total";"Total";"pers";29703;0.9768;"A"
2013;"CH063";"1";"Total";"Total";"pers";87591;2.1422;"A"
2013;"CH063";"Total";"Total";"Total";"pers";126234;0.4173;"A"
2013;"CH064";"1";"Total";"Total";"pers";20882;4.6146;"A"
2013;"CH064";"Total";"Total";"Total";"pers";30287;0.9342;"A"
2013;"CH065";"1";"Total";"Total";"pers";24633;3.8577;"A"
2013;"CH065";"Total";"Total";"Total";"pers";35476;0.8811;"A"
2013;"CH051";"1";"Total";"Total";"pers";22133;4.6399;"A"
2013;"CH051";"Total";"Total";"Total";"pers";32970;1.0345;"A"
2013;"CH066";"1";"Total";"Total";"pers";67677;1.7074;"A"
2013;"CH066";"Total";"Total";"Total";"pers";98057;0.4005;"A"
2013;"CH022";"1";"Total";"Total";"pers";164728;1.5470;"A"
2013;"CH022";"Total";"Total";"Total";"pers";240899;0.2676;"A"
2013;"CH023";"1";"Total";"Total";"pers";147391;1.7632;"A"
2013;"CH023";"Total";"Total";"Total";"pers";220463;0.3373;"A"
2013;"CH031";"1";"Total";"Total";"pers";98962;2.3467;"A"
2013;"CH031";"Total";"Total";"Total";"pers";159972;0.4422;"A"
2013;"CH032";"1";"Total";"Total";"pers";147276;1.8293;"A"
2013;"CH032";"Total";"Total";"Total";"pers";235396;0.3027;"A"
2013;"CH052";"1";"Total";"Total";"pers";43522;3.2597;"A"
2013;"CH052";"Total";"Total";"Total";"pers";66462;0.6256;"A"
2013;"CH053";"1";"Total";"Total";"pers";30325;3.8360;"A"
2013;"CH053";"Total";"Total";"Total";"pers";44898;0.9558;"A"
2013;"CH054";"1";"Total";"Total";"pers";8946;7.0389;"A"
2013;"CH054";"Total";"Total";"Total";"pers";12962;1.4825;"A"
2013;"CH055";"1";"Total";"Total";"pers";276937;1.2405;"A"
2013;"CH055";"Total";"Total";"Total";"pers";408564;0.2358;"A"
2013;"CH056";"1";"Total";"Total";"pers";110283;2.0357;"A"
2013;"CH056";"Total";"Total";"Total";"pers";165927;0.3963;"A"
2013;"CH033";"1";"Total";"Total";"pers";363564;0.7491;"A"
2013;"CH033";"Total";"Total";"Total";"pers";532007;0.1415;"A"
2013;"CH057";"1";"Total";"Total";"pers";149555;1.6386;"A"
2013;"CH057";"Total";"Total";"Total";"pers";217544;0.2870;"A"
2013;"CH070";"1";"Total";"Total";"pers";167383;1.2471;"A"
2013;"CH070";"Total";"Total";"Total";"pers";293233;0.1386;"A"
2013;"CH011";"1";"Total";"Total";"pers";394965;0.7501;"A"
2013;"CH011";"Total";"Total";"Total";"pers";608946;0.1317;"A"
2013;"CH012";"1";"Total";"Total";"pers";173635;1.6292;"A"
2013;"CH012";"Total";"Total";"Total";"pers";272021;0.2348;"A"
2013;"CH024";"1";"Total";"Total";"pers";92508;1.5618;"A"
2013;"CH024";"Total";"Total";"Total";"pers";145622;0.2271;"A"
2013;"CH013";"1";"Total";"Total";"pers";219790;1.0861;"A"
2013;"CH013";"Total";"Total";"Total";"pers";356753;0.1665;"A"
2013;"CH025";"1";"Total";"Total";"pers";37022;2.4645;"A"
2013;"CH025";"Total";"Total";"Total";"pers";59311;0.3007;"A"
2013;"CH";"1";"Total";"Total";"pers";4471701;0.2780;"A"
2013;"CH";"Total";"Total";"Total";"pers";6744794;0.0366;"A"
2013;"CH040";"1";"Total";"Total";"pers in %";68.99243;0.4721;"A"
2013;"CH040";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH021";"1";"Total";"Total";"pers in %";66.75913;0.5426;"A"
2013;"CH021";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH061";"1";"Total";"Total";"pers in %";68.84377;0.6285;"A"
2013;"CH061";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH062";"1";"Total";"Total";"pers in %";64.58210;3.0123;"A"
2013;"CH062";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH063";"1";"Total";"Total";"pers in %";69.38777;1.4184;"A"
2013;"CH063";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH064";"1";"Total";"Total";"pers in %";68.94863;2.9239;"A"
2013;"CH064";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH065";"1";"Total";"Total";"pers in %";69.43654;2.6921;"A"
2013;"CH065";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH051";"1";"Total";"Total";"pers in %";67.13049;2.8793;"A"
2013;"CH051";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH066";"1";"Total";"Total";"pers in %";69.01822;1.1321;"A"
2013;"CH066";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH022";"1";"Total";"Total";"pers in %";68.38033;1.0400;"A"
2013;"CH022";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH023";"1";"Total";"Total";"pers in %";66.85513;1.1123;"A"
2013;"CH023";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH031";"1";"Total";"Total";"pers in %";61.86227;1.3830;"A"
2013;"CH031";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH032";"1";"Total";"Total";"pers in %";62.56506;1.1021;"A"
2013;"CH032";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH052";"1";"Total";"Total";"pers in %";65.48448;2.0460;"A"
2013;"CH052";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH053";"1";"Total";"Total";"pers in %";67.54119;2.4692;"A"
2013;"CH053";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH054";"1";"Total";"Total";"pers in %";69.01609;4.5770;"A"
2013;"CH054";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH055";"1";"Total";"Total";"pers in %";67.78292;0.8116;"A"
2013;"CH055";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH056";"1";"Total";"Total";"pers in %";66.46478;1.2895;"A"
2013;"CH056";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH033";"1";"Total";"Total";"pers in %";68.33815;0.4896;"A"
2013;"CH033";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH057";"1";"Total";"Total";"pers in %";68.74710;1.0960;"A"
2013;"CH057";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH070";"1";"Total";"Total";"pers in %";57.08187;0.7059;"A"
2013;"CH070";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH011";"1";"Total";"Total";"pers in %";64.86047;0.4730;"A"
2013;"CH011";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH012";"1";"Total";"Total";"pers in %";63.83146;1.0183;"A"
2013;"CH012";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH024";"1";"Total";"Total";"pers in %";63.52604;0.9740;"A"
2013;"CH024";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH013";"1";"Total";"Total";"pers in %";61.60841;0.6444;"A"
2013;"CH013";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH025";"1";"Total";"Total";"pers in %";62.42068;1.5015;"A"
2013;"CH025";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH";"1";"Total";"Total";"pers in %";66.29856;0.1843;"A"
2013;"CH";"Total";"Total";"Total";"pers in %";100.00000;0.0366;"A"
2013;"CH040";"1";"Total";"1";"pers";799581;0.7291;"A"
2013;"CH040";"Total";"Total";"1";"pers";961812;0.5186;"A"
2013;"CH021";"1";"Total";"1";"pers";547716;0.8539;"A"
2013;"CH021";"Total";"Total";"1";"pers";655186;0.6335;"A"
2013;"CH061";"1";"Total";"1";"pers";218313;0.9766;"A"
2013;"CH061";"Total";"Total";"1";"pers";263610;0.6909;"A"
2013;"CH062";"1";"Total";"1";"pers";18761;5.2967;"A"
2013;"CH062";"Total";"Total";"1";"pers";23439;3.7390;"A"
2013;"CH063";"1";"Total";"1";"pers";85622;2.2212;"A"
2013;"CH063";"Total";"Total";"1";"pers";103726;1.5373;"A"
2013;"CH064";"1";"Total";"1";"pers";20298;4.8293;"A"
2013;"CH064";"Total";"Total";"1";"pers";24693;3.4444;"A"
2013;"CH065";"1";"Total";"1";"pers";23906;4.0136;"A"
2013;"CH065";"Total";"Total";"1";"pers";28334;2.8601;"A"
2013;"CH051";"1";"Total";"1";"pers";21665;4.7987;"A"
2013;"CH051";"Total";"Total";"1";"pers";26263;3.5412;"A"
2013;"CH066";"1";"Total";"1";"pers";66208;1.7642;"A"
2013;"CH066";"Total";"Total";"1";"pers";80457;1.2405;"A"
2013;"CH022";"1";"Total";"1";"pers";162233;1.5844;"A"
2013;"CH022";"Total";"Total";"1";"pers";200345;1.0504;"A"
2013;"CH023";"1";"Total";"1";"pers";144463;1.8190;"A"
2013;"CH023";"Total";"Total";"1";"pers";174621;1.3302;"A"
2013;"CH031";"1";"Total";"1";"pers";96570;2.4247;"A"
2013;"CH031";"Total";"Total";"1";"pers";123891;1.6769;"A"
2013;"CH032";"1";"Total";"1";"pers";143585;1.8929;"A"
2013;"CH032";"Total";"Total";"1";"pers";180162;1.3379;"A"
2013;"CH052";"1";"Total";"1";"pers";42344;3.3911;"A"
2013;"CH052";"Total";"Total";"1";"pers";51759;2.4738;"A"
2013;"CH053";"1";"Total";"1";"pers";29317;4.0214;"A"
2013;"CH053";"Total";"Total";"1";"pers";35828;2.8670;"A"
2013;"CH054";"1";"Total";"1";"pers";8706;7.3277;"A"
2013;"CH054";"Total";"Total";"1";"pers";10326;5.3380;"A"
2013;"CH055";"1";"Total";"1";"pers";270934;1.2833;"A"
2013;"CH055";"Total";"Total";"1";"pers";330513;0.9040;"A"
2013;"CH056";"1";"Total";"1";"pers";107047;2.1286;"A"
2013;"CH056";"Total";"Total";"1";"pers";130305;1.5430;"A"
2013;"CH033";"1";"Total";"1";"pers";355660;0.7755;"A"
2013;"CH033";"Total";"Total";"1";"pers";432483;0.5436;"A"
2013;"CH057";"1";"Total";"1";"pers";146446;1.6937;"A"
2013;"CH057";"Total";"Total";"1";"pers";177945;1.1788;"A"
2013;"CH070";"1";"Total";"1";"pers";162626;1.2892;"A"
2013;"CH070";"Total";"Total";"1";"pers";222942;0.8200;"A"
2013;"CH011";"1";"Total";"1";"pers";386549;0.7739;"A"
2013;"CH011";"Total";"Total";"1";"pers";493144;0.5138;"A"
2013;"CH012";"1";"Total";"1";"pers";170380;1.6723;"A"
2013;"CH012";"Total";"Total";"1";"pers";215280;1.1318;"A"
2013;"CH024";"1";"Total";"1";"pers";91016;1.5967;"A"
2013;"CH024";"Total";"Total";"1";"pers";115295;1.0741;"A"
2013;"CH013";"1";"Total";"1";"pers";214619;1.1217;"A"
2013;"CH013";"Total";"Total";"1";"pers";286080;0.7092;"A"
2013;"CH025";"1";"Total";"1";"pers";36383;2.5227;"A"
2013;"CH025";"Total";"Total";"1";"pers";46101;1.7284;"A"
2013;"CH";"1";"Total";"1";"pers";4370950;0.2878;"A"
2013;"CH";"Total";"Total";"1";"pers";5394540;0.1999;"A"
2013;"CH040";"1";"Total";"1";"pers in %";83.13280;0.4284;"A"
2013;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH021";"1";"Total";"1";"pers in %";83.59709;0.4870;"A"
2013;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH061";"1";"Total";"1";"pers in %";82.81664;0.5720;"A"
2013;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH062";"1";"Total";"1";"pers in %";80.04244;2.9008;"A"
2013;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH063";"1";"Total";"1";"pers in %";82.54594;1.2913;"A"
2013;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH064";"1";"Total";"1";"pers in %";82.19974;2.7563;"A"
2013;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH065";"1";"Total";"1";"pers in %";84.37232;2.2914;"A"
2013;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH051";"1";"Total";"1";"pers in %";82.49169;2.6871;"A"
2013;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH066";"1";"Total";"1";"pers in %";82.29039;1.0425;"A"
2013;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH022";"1";"Total";"1";"pers in %";80.97682;0.9663;"A"
2013;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH023";"1";"Total";"1";"pers in %";82.72970;1.0231;"A"
2013;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH031";"1";"Total";"1";"pers in %";77.94773;1.3617;"A"
2013;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH032";"1";"Total";"1";"pers in %";79.69790;1.0543;"A"
2013;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH052";"1";"Total";"1";"pers in %";81.80963;1.9159;"A"
2013;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH053";"1";"Total";"1";"pers in %";81.82704;2.2821;"A"
2013;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2013;"CH054";"1";"Total";"1";"pers in %";84.31218;3.9853;"A"
