DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,POP,OBS_FLAG
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES703,2019,11.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES703,2020,11.4,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2000,61.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2001,62.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2002,63.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2003,68.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2004,75.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2005,81.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2006,87.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2007,92.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2008,96.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2009,98.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2010,99,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2011,101.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2012,105,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2013,106.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2014,108.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2015,111,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2016,113.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2017,117.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2018,120.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2019,124.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES704,2020,127.3,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2000,716.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2001,724.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2002,742.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2003,755.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2004,767,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2005,779.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2006,790.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2007,804,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2008,816.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2009,826.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2010,835.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2011,843.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2012,848.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2013,852.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2014,853.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2015,854.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2016,855.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2017,857.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2018,861.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2019,866.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES705,2020,872.2,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2000,16.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2001,17.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2002,18.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2003,19.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2004,20.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2005,21.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2006,21.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2007,22.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2008,22.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2009,22.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2010,22.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2011,21.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2012,21.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2013,21.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2014,21.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2015,21.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2016,21.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2017,21.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2018,21.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2019,22.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES706,2020,22.5,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2000,82.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2001,80.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2002,79.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2003,80,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2004,80.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2005,81,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2006,81.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2007,82.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2008,83,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2009,83.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2010,83.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2011,83.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2012,83.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2013,83.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2014,83.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2015,83,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2016,82.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2017,83.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2018,84,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2019,85.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES707,2020,86.1,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2000,92.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2001,96.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2002,101.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2003,106.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2004,112.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2005,119,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2006,124.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2007,130.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2008,135.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2009,136.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2010,136.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2011,137.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2012,138.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2013,139.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2014,140.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2015,142.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2016,144.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2017,147.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2018,149.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2019,152.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES708,2020,155.5,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2000,688.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2001,697.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2002,716.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2003,739,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2004,761.2,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2005,784.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2006,805.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2007,825.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2008,845.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2009,856.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2010,865.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2011,875.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2012,884.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2013,893.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2014,900.8,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2015,905.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2016,913.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2017,925.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2018,939.7,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2019,957.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ES709,2020,969.6,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2000,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2001,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2002,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2003,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2004,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2005,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2006,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2007,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2008,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2009,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2010,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2011,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2012,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2013,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2014,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2015,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2016,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2017,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2018,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2019,0,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,ESZZZ,2020,0,p
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2000,2134.65,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2001,2142.53,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2002,2151.13,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2003,2159.35,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2004,2168.24,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2005,2177.97,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2006,2188.43,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2007,2203.39,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2008,2223.97,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2009,2240.26,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2010,2248.18,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2011,2246.56,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2012,2236.25,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2013,2226.22,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2014,2214.65,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2015,2200.67,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2016,2193.6,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2017,2188.03,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2018,2179.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2019,2167.82,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2020,2152.25,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR101,2021,2138.45,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2000,1209.03,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2001,1220.65,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2002,1232.3,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2003,1243.84,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2004,1255.62,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2005,1267.94,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2006,1282.22,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2007,1297.34,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2008,1309.31,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2009,1319.9,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2010,1332.4,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2011,1346.94,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2012,1360.26,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2013,1372.25,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2014,1384.72,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2015,1395.33,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2016,1403.82,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2017,1412.43,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2018,1422.99,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2019,1432.95,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2020,1441.56,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR102,2021,1449.76,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2000,1362.59,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2001,1368.75,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2002,1374.91,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2003,1380.92,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2004,1387.06,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2005,1393.39,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2006,1400.66,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2007,1405.79,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2008,1407.61,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2009,1408.97,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2010,1412,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2011,1413.79,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2012,1416.13,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2013,1420.83,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2014,1425.24,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2015,1431.02,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2016,1438.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2017,1444.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2018,1451.06,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2019,1457.13,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2020,1460.62,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR103,2021,1464.7,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2000,1147.5,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2001,1156.67,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2002,1165.72,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2003,1174.49,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2004,1183.93,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2005,1193.97,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2006,1200.81,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2007,1204.59,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2008,1207.62,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2009,1212.37,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2010,1220.96,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2011,1232.04,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2012,1246.35,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2013,1261.75,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2014,1272.91,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2015,1283.1,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2016,1294.49,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2017,1300.23,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2018,1304.77,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2019,1311.24,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2020,1315.91,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR104,2021,1319.32,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2000,1450.63,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2001,1466.14,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2002,1481.62,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2003,1496.87,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2004,1512.66,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2005,1528.94,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2006,1541.12,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2007,1547.88,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2008,1556.57,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2009,1568.02,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2010,1577.95,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2011,1584.92,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2012,1589.72,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2013,1595.43,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2014,1600.52,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2015,1604.07,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2016,1609.72,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2017,1619,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2018,1628.76,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2019,1634.45,
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2020,1639.16,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR105,2021,1644.94,e
ESTAT:NAMA_10R_3POPGDP(1.0),2/8/2023 23:00,A,THS,FR106,2000,1405.06,
